Locutor,text,Sarcasmo,Utsumi,hipérbole,Haverkate,Grice,Nakamura,Acto de habla
butters,¿Eh?,FALSE,,FALSE,,,,
randy,"Sí, me gustaría hablar sobre esta nueva regla que en el futbol prohibe las patadas",FALSE,,FALSE,,,,
archer,Uno de los dos debería,FALSE,,FALSE,,,,
slater,Archer,FALSE,,FALSE,,,,
butters,"Claro, Eric",FALSE,,FALSE,,,,
médico,"Bien, tengo un idea aún mejor. Tomemos los fondos de investigación de cáncer y enfermedades genéticas, y hagamos comerciales que digan: 'hola, espectadores, quizás el sarcasmo no es algo muy bueno para tu cerebro'.",TRUE,"insinceridad,alusión",TRUE,distinto,calidad,norma,"expresivo,directivo"
todos,Cómo dices?,FALSE,,FALSE,,,,
archer,"No concozco a tal Lana, pero",FALSE,,FALSE,,,,
cartman,Ese niño nos quiere provocar. Dice cosas feas para que nos enojemos,FALSE,,FALSE,,,,
cartman,Eso es porque es muy gruño y negativo para creerlo. Necesita una bebida deportiva que eleve sus niveles de humanidad y bondad,FALSE,,FALSE,,,,
criminal,A qué majo!,FALSE,,FALSE,,,,
lana,"Oh, no porque bastante tenías con tirarte a acero, luego a cristal o",FALSE,,FALSE,,,,
animador,Comprenlo y tomen el jugo,FALSE,,FALSE,,,,
lana,O si por nos lo vuelve a jugar,FALSE,,FALSE,,,,
lana,No está mal te voy a poner un siete,FALSE,,FALSE,,,,
criminal,Pues lo has portado imbécil. Cuánto de ha dado Lana por dispararme?,FALSE,,FALSE,,,,
archer,"Racista serás tú en todo caso si mexicano o negro te parecen insultos. De hecho, mi hija es multiracial",FALSE,,FALSE,,,,
kyle,"No, es quien lo negó, lo proveyó",FALSE,,FALSE,,,,
archer,Quería toda su atención,FALSE,,FALSE,,,,
sujeto de comprar oro,"""Por qué no les gritan a los encargados de fundir el oro? El refrán hindu dice: """"quien lo fundió, lo generó""""""",FALSE,,FALSE,,,,
criminal,Por qué me pegas?,FALSE,,FALSE,,,,
criminal,"Ah, ya, así que tiene armas aqui?",FALSE,,FALSE,,,,
stan,Qué? Eso le costó a mi abuelo seis mil dólares. Los diamantes son auténticos,FALSE,,FALSE,,,,
archer,"Sí, Lana, ahora si tú me disculpas necesito atención médica con bastante urgencia, por tu culpa",FALSE,,FALSE,,,,
archer,"Cállate, vosotros sacad a AJ y dejadme a mí el resto",FALSE,,FALSE,,,,
dependiente de oro,"Es la mejor, es muy listo. Se aprovecha de mis precios bajos",FALSE,,FALSE,,,,
slater,Por qué...? Da igual,FALSE,,FALSE,,,,
malory,"Sterling, el señor",FALSE,,FALSE,,,,
madre de stan,"Stanley, solo busca tus cosas y nos vamos a casa",FALSE,,FALSE,,,,
stan,Abuelo?,FALSE,,FALSE,,,,
randy,"¿Cómo va todo? ¡Increíble! Nadie sale lastimado, los niños están aprendiendo lecciones valiosas sobre abrazos y seguridad, porque de eso se trata el mundo",TRUE,"insinceridad,emocional,alusión",TRUE,distinto,calidad,expectación,representativo
stan,"Papá, ¿es necesario usar sosténes?",FALSE,,FALSE,,,,
lana,¿Y no es porque te gusta llevar ese bigotón cutre?,FALSE,,FALSE,,,,
archer,Qué tontería de conversación,FALSE,,FALSE,,,,
pam,Y eso es algo muy sagrado para nosotras así que ¿le ayudarémos a buscar a la pequeña J? En unos cin… quince o cuarenta minutos,FALSE,,FALSE,,,,
lana,De quién es esa pistola?,FALSE,,FALSE,,,,
sujeto de comprar oro 3,"Qué es lo que dices, Gustof? Dios mío. Quieres decir?",FALSE,,FALSE,,,,
archer,¿Cómo los llamas?,FALSE,,FALSE,,,,
slater,Eso ya pensaba,FALSE,,FALSE,,,,
malory,"¿Y por qué, por qué la tienes tú?",FALSE,,FALSE,,,,
kyle,"Kenny, di a Cartman que se calle",FALSE,,FALSE,,,,
archer,¿Cómo es que sigues teniendo dos manos? ¡Hijo de puta!,FALSE,,FALSE,,,,
archer,"Muy heróico, lo sé",FALSE,,FALSE,,,,
cyril,Y yo no lo he visto ni hoy,FALSE,,FALSE,,,,
cartman,¿La guardas toda?,FALSE,,FALSE,,,,
lana,Lo dices en serio?,FALSE,,FALSE,,,,
kyle,No te jodemos a ti. Ellos están jodiendo al abuelo de Stan,FALSE,,FALSE,,,,
archer,"Uno, eran botellitas y dos me refiero a AJ. ¿Quién la va a cuidar si nos pasa algo a los dos?",FALSE,,FALSE,,,,
malory,Que las masticaras primero y se las escupieras en la boca,FALSE,,FALSE,,,,
lana,"Archer, cierra el pico. Vas a ponerte bien",FALSE,,FALSE,,,,
archer,¡Joder!,FALSE,,FALSE,,,,
lana,Me busco a una canguro,FALSE,,FALSE,,,,
lana,Archer,FALSE,,FALSE,,,,
archer,"Lana, tranquila, no beberé en tu ausencia y tomo esto muy en serio",FALSE,,FALSE,,,,
archer,"Pues claro, es un cíborg, seguro que la clave era...",FALSE,,FALSE,,,,
lana,"Eh, ya está bien",FALSE,,FALSE,,,,
slater,No,FALSE,,FALSE,,,,
archer,"Sí llevo pipa, hombre no",FALSE,,FALSE,,,,
cartman,"Durante siglos, los alquimistas han intentado crear la fórmula para crear oro. Quien pudiera crearla se volvería rico. Y ahora esta equación química está frente a sus ojos",FALSE,,FALSE,,,,
conway,En el skymal,TRUE,insinceridad,FALSE,distinto,calidad,,representativo
archer,"Sí es lo más lógico, claro, aunque seguro que son muy viejos",FALSE,,FALSE,,,,
lana,¿Hablando de qué?,FALSE,,FALSE,,,,
malory,"Está aquí, cabeza hueca",FALSE,,FALSE,,,,
slater,"Porque resulta que conocéis a la gente en cuestión. ¿Eh, le importa?",FALSE,,FALSE,,,,
cartman,"Son nuevos tiempos, una nueva era de ciencia que solo pocos comprendemos",FALSE,,FALSE,,,,
archer,No,FALSE,,FALSE,,,,
archer,"Te han puesto una mamada, ¿a qué sí? Y madre, Slater y CIA son idiotas por confiar en él. Pero me refería a volar en el mismo avión, Lana. Y si se llega a estrella",FALSE,,FALSE,,,,
animador,Estó tendrá que resolverlo el grupo fuera del campo,FALSE,,FALSE,,,,
dependiente de oro,Muy buen negocio. Es muy listo,FALSE,,FALSE,,,,
slater,Y por qué tienes el botiquín en la barra,FALSE,,FALSE,,,,
krieger,Pero,FALSE,,FALSE,,,,
pam,No deberías qué?,FALSE,,FALSE,,,,
archer,"Ya, a su edad no sé ni para qué se molesta",FALSE,,FALSE,,,,
archer,"Verás cómo... Joder tengo que pasarlo con algo. Has visto AJ? Ha sido una leccion sobre algo llamado seguridad de uno mismo. Y al contrario de que te hayan dicho, nunca es de más. Y el burbón. Dónde está el burbón?",FALSE,,FALSE,,,,
archer,"Cállate, no te fastidies, te iba a llamar",FALSE,,FALSE,,,,
archer,"Ay, madre, muy bueno, por un momento me lo he tragado",FALSE,,FALSE,,,,
lana,Mira,FALSE,,FALSE,,,,
pam,Eres un monstruo,FALSE,,FALSE,,,,
lana,¿En serio?,FALSE,,FALSE,,,,
animador,"El marcador está cero a cero, mientras los Stines avanzan a los Broncos",FALSE,,FALSE,,,,
archer,"Detrás de la barra, deja de gritar",FALSE,,FALSE,,,,
randy,"Vamos, dense palmadas en las espaldas",TRUE,,FALSE,distinto,,,directivo
stan,"No, en esto no. ¿Qué hay del interior cremoso que nos hablaste? Esa que creemos que llevas dentro y que hace que seamos mejor jugadores del mundo",FALSE,,FALSE,,,,
stan,No pueden decirme qué hacer,FALSE,,FALSE,,,,
butters,"Oh, lo siento, perdón",FALSE,,FALSE,,,,
criminal,"Ya vale, pero las lleva encima? Lleva pipa?",FALSE,,FALSE,,,,
archer,"Vaya, igual de ridículo",FALSE,,FALSE,,,,
stan,"No le gustan las joyas, abuelo",FALSE,,FALSE,,,,
profesor,¿Sostenes?,FALSE,,FALSE,,,,
conway,"Sí, sí, la mamá, no él jodía",FALSE,,FALSE,,,,
cartman,Soy idiota por saber matemática?,FALSE,,FALSE,,,,
archer,Aunque disfrutar no sea literalmente,FALSE,,FALSE,,,,
archer,"Un momento, dame eso, a mi señal me pondré a tío. Vosotros idiotas salid corriendo y buscad a Pam y AJ y ponedlas a salvo antes de que lleguen más jilibollas",FALSE,,FALSE,,,,
conway,Es un archivo informático con la identidad verdadera de todos los agentes de CIA que operan en el centro de Sudamérica. Argentina lo usa para presionar y amenazar a contárselo a los rusos,FALSE,,FALSE,,,,
principal,"¿Cómo va todo, entrenador?",FALSE,,FALSE,,,,
lana,¿Slater?,FALSE,,FALSE,,,,
stan,"Así, claro, como él exagera cada enfermedad que tiene",FALSE,,FALSE,,,,
malory,"Sí, es muchísimo pedir",FALSE,,FALSE,,,,
cheryl,¿Dónde está qué? ¿Te han tirado la cadena?,FALSE,,FALSE,,,,
cartman,No sé qué puedo hacer. Los niños comienzan a burlarse de mí porque no soy bueno en sarcasmobol. Soy malo siendo gentil. Soy tan malo que pareczo una gorda en bikini florecente en la playa,FALSE,,FALSE,,,,
archer,"Qué bien que has hecho té. Porque me vendría bien uno con miel y limón. Y con Bourbon, pero aún mejor sin miel y limón ni té",FALSE,,FALSE,,,,
archer,"Pues, como la vuelvas a asustar, vas a ver cómo te disparan a ti",FALSE,,FALSE,,,,
lana,"Por lo menos Woodhouse, sí",FALSE,,FALSE,,,,
conway,"Llévanos al garage, tío",FALSE,,FALSE,,,,
lana,Bueno,FALSE,,FALSE,,,,
cartman,Y creo que llevaré esa,FALSE,,FALSE,,,,
archer,Y vosotros estabáis conchabados?,FALSE,,FALSE,,,,
principal,Antes de comenzar esta reunión de padres y maestros. ¿Alguién tiene un asunto pendiente?,FALSE,,FALSE,,,,
stan,Quince dólares?,FALSE,,FALSE,,,,
cheryl,Fue violencia normal,FALSE,,FALSE,,,,
archer,Hmm… Voy a decir: '¡No!' ¡Venganza!,FALSE,,FALSE,,,,
malory,¿Hmmm? ¡Oh!,FALSE,,FALSE,,,,
kyle,Esto es ridículo. ¿En serio saldrémos a jugar contra los Norths así vestidos?,FALSE,,FALSE,,,,
mr. mackey,"M'key, ¿le gustaría ser el entrenador de sarcasmobol de South Park?",FALSE,,FALSE,,,,
pam,No eran sólidas,FALSE,,FALSE,,,,
periodista,"Creo, lo averiguarémos el domingo",FALSE,,FALSE,,,,
archer,"Oye, lo de la mamada",FALSE,,FALSE,,,,
archer,"Bueno, no se los pago",FALSE,,FALSE,,,,
abuelo,"Un momento, un momento, por favor. Tengo un regalo para mi nieto. Ven aquí, Villy. Como has crecido, Villy, es hora de que tengas algo costoso y llamativo para impresionar a las muchachas ",FALSE,,FALSE,,,,
krieger,Deberíamos echar un ojo,FALSE,,FALSE,,,,
ray,"Y bien, qué está pasando allí",FALSE,,FALSE,,,,
stan,Deberían a avergonzarse por la gente que explotan en nuestro país. Cómo se atreven a aprovecharse de los menos afortunados?,FALSE,,FALSE,,,,
butters,"La primera línea cubrirá los huecos. Díle que te gustan sus uniformes. Clyde, Token, abracen a esos jugadores",FALSE,,FALSE,,,,
archer,Qué? Por qué?,FALSE,,FALSE,,,,
cyril,"Vale, caray, ¿crees que en caso de fallecer serías la tutora legal de AJ?",FALSE,,FALSE,,,,
animador,"Sí, no estoy seguro de que sea un pastel o quizá un pan. Pero definitivamente cree que está horneando algo",FALSE,,FALSE,,,,
cheryl,Haber lo dicho antes,FALSE,,FALSE,,,,
archer,"En mi casa no, y por cierto. Qué hacéis en ella? Y quién es este?",FALSE,,FALSE,,,,
criminal,Esperé que...,FALSE,,FALSE,,,,
butters,"No estamos ganando mucho, amigos",FALSE,,FALSE,,,,
slater,"Pero luego le rancasteis la mano, así que",FALSE,,FALSE,,,,
ray,Por Cheryl,FALSE,,FALSE,,,,
archer,"Vamos a ver Baruk, no sé lo que se cuenta por allí, pero las barbaridades que hayas oído que he hecho, realmente te falta el contexto, porque prácticamente en toda mi vida, prácticamente hasta ahora mismo he sido más bien un medio cañero. Pero eso era antes, antes de que tuviera una hija, una hija que has amenazado...",FALSE,,FALSE,,,,
krieger,Me encantan las noches de poker,FALSE,,FALSE,,,,
archer,"Para empezar, me ha disparado dos veces",FALSE,,FALSE,,,,
ray,Y como es lógico voy a guardar mi pistol en la caja fuerte hasta que acabe la partida,FALSE,,FALSE,,,,
conway,"Ah, lo siento, da igual",FALSE,,FALSE,,,,
cartman,"¿Sí, Saben qué? ¡Al carajo!",FALSE,,FALSE,,,,
pam,¡Madre mía!,FALSE,,FALSE,,,,
criminal,Perdón es que he visto cómo dispararon a un tío,FALSE,,FALSE,,,,
todos,¡Sterling!,FALSE,,FALSE,,,,
archer,Y no es lo que quiero decir yo,FALSE,,FALSE,,,,
padre de butters,"Butters, son sentimientos felices pero no hablemos de ellos",FALSE,,FALSE,,,,
criminal,Puedo decirle una cosa antes de que me mate a golpes?,FALSE,,FALSE,,,,
archer,"Está claro que él cree tener un plan así que, pues, venga ¡qué hable!",TRUE,"alusión,insinceridad",FALSE,contrario,calidad,expectación,"representativo,directivo"
lana,¿Qué información? Slater dijo que te sacará,FALSE,,FALSE,,,,
cartman,"Hagámoslo. Stan, abrochame el sostén",FALSE,,FALSE,,,,
principal,"¿Entonces, está féliz por todos esos cambios?",FALSE,,FALSE,,,,
archer,Yo he bordado,FALSE,,FALSE,,,,
dependiente de oro,"No, no, no, me jode",FALSE,,FALSE,,,,
malory,"Y yo, pero alguien me traicionó, una aspirante cantante de Country mentirosa",FALSE,,FALSE,,,,
slater,"Los llamo freelance, sí cállate, haz el favor. El caso es que hay que sacarlo de la capital de Argentina",FALSE,,FALSE,,,,
todos,Sí,FALSE,,FALSE,,,,
principal,De acuerdo,FALSE,,FALSE,,,,
butters,"Cuarenta y dos, rojo trece, pensamientos felices, felices para todos",FALSE,,FALSE,,,,
krieger,Oblígame!,FALSE,,FALSE,,,,
archer,Por qué has hecho esto?,FALSE,,FALSE,,,,
animador,Jackson atrapa el balón. Está corriendo por la meta y uuh.,FALSE,,FALSE,,,,
guardia,"Por su puesto, coronel Cal.. Espere, Lando Calrissiano",FALSE,,FALSE,,,,
butters,"Cielos, no sé, compañeros.",FALSE,,FALSE,,,,
animador,"Oh, parece que algunos ex jugadores de NFL están entrando al campo. Está Maritin Gregors por seguridad y el defensor Jim Harrys. Parece que lleva los pantalones en tobillos. Alguién debería avisárselo. Y el excelente Mike Tetfield que parece estar horneando un pastel imaginario",TRUE,"insinceridad,emocional",TRUE,distinto,calidad,expectación,representativo
lana,Mira,FALSE,,FALSE,,,,
archer,"Sería dejarle ciego, pobrecito",FALSE,,FALSE,,,,
butters,"Bien, Eric. Ya te dije que todos tenemos un interior cremoso de donde provienen todos los sentimientos de compasión y felicidad. ¿Tu papá nunca te lo dijo?",FALSE,,FALSE,,,,
archer,Qué?,FALSE,,FALSE,,,,
cartman,Intentan joderme con su negocio paralelo,FALSE,,FALSE,,,,
archer,La virgen. ¿No escansará hasta que estemos todos esclavizados por SkyNet?,FALSE,,FALSE,,,,
lana,"No, no, me refiero a armas de fuego, por ejemplo. Están bien guardadas?",FALSE,,FALSE,,,,
randy,"Bueno, papá, fue un placer volver a verte. Nos quedaríamos a cenar, pero este comida le provoca diarrea a Sharon",FALSE,,FALSE,,,,
lana,He tenido un bebé,FALSE,,FALSE,,,,
randy,Sí,FALSE,,FALSE,,,,
madre de stan,"Lo lamentamos Stanley, no queremos que sigas jugando a este deporte",FALSE,,FALSE,,,,
archer,"Seguro que sí, en algún momento, pero",FALSE,,FALSE,,,,
lana,¿El qué da igual?,FALSE,,FALSE,,,,
lana,¿Oh?,FALSE,,FALSE,,,,
lana,Archer,FALSE,,FALSE,,,,
lana,¿Qué? ¿Has terminado de archerizar?,TRUE,expresivo,FALSE,,,predicción,representativo
criminal,"Porque menudo imbécil, verdad?",FALSE,,FALSE,,,,
conway,Ya sabía que el pelo de ese le haría pasar por latino para colarnos dentro,FALSE,,FALSE,,,,
butters,Me duelen los brazos,FALSE,,FALSE,,,,
slater,Todo tiene su lógica,FALSE,,FALSE,,,,
archer,Verás Slater. Cuando unos papás se quieren mucho...,TRUE,alusión,FALSE,,manera,,representativo
cartman,"¡A la mierda, creo que sí!",FALSE,,FALSE,,,,
cartman,"¿Butters, tu cremosidad funcionará en otra persona?",FALSE,,FALSE,,,,
sharon,Qué Randy?,FALSE,,FALSE,,,,
criminal,Eso dije yo,FALSE,,FALSE,,,,
archer,Me ha puñado literalmente por la espalda,FALSE,,FALSE,,,,
lana,¿Qué misión? ¿Vender tecnología militar confidencial a los chinos?,TRUE,alusión,FALSE,,,norma,representativo
conway,¿Y por qué tú y yo no nos líamos la última vez que trabajamos juntos?,FALSE,,FALSE,,,,
lana,"Y dos de diez, porque eres un jilibollas de marca mayor",FALSE,,FALSE,,,,
malory,"Sea cuál sea la misión, ISIS está a la altura. Somos profesionales y",FALSE,,FALSE,,,,
cartman,"Lo invito lamernos las pelotas, señor",FALSE,,FALSE,,,,
cheryl,Yo qué sé que en la miente. Y ya ha venido un tal señor Ley para verla,FALSE,,FALSE,,,,
criminal,Además dudo que hable mucho cuando le haya pegado un tiro en la cara,FALSE,,FALSE,,,,
malory,"De la pequeña J, ha desaparecido",FALSE,,FALSE,,,,
lana,¡Cállate! Conway era un traidor. Iba a vender el disco a los rusos,FALSE,,FALSE,,,,
niño,"Entonces, llamemos a ? para decirles que nos retiramos",FALSE,,FALSE,,,,
pam,Y Woodhouse?,FALSE,,FALSE,,,,
randy,"¡Sí, Sí, wohoo!",FALSE,,FALSE,,,,
archer,"Lo siento, no quiero confundirme",FALSE,,FALSE,,,,
archer,Y el pago será?,FALSE,,FALSE,,,,
kyle,"Rayos, esto es terríble",FALSE,,FALSE,,,,
cartman,"No, a ellos les joden las mujeres asiáticas",FALSE,,FALSE,,,,
lana,"Vagamente. Pero si lo que quieres es venganza, ¿por qué no me matas?",TRUE,insinceridad,FALSE,distinto,calidad,,"expresivo,representativo"
archer,"Para tu información Cyril, no necesito ayuda con AJ porque",FALSE,,FALSE,,,,
butters,¿Te sientes cálido y compasivo?,FALSE,,FALSE,,,,
slater,"Por transferencia, algún problema?",FALSE,,FALSE,,,,
slater,Llévanos solo él y prestame una camisa,FALSE,,FALSE,,,,
archer,Y no le hagas daño,FALSE,,FALSE,,,,
slater,Ni que te llamen a jugar en primera división jugando en la tercera,FALSE,,FALSE,,,,
lana,"Espera, ¿Argentina no es un aliado nuestro?",FALSE,,FALSE,,,,
archer,"Tranquilo. No, joder, no tengo testamento",FALSE,,FALSE,,,,
pam,Yo soy notaria,FALSE,,FALSE,,,,
archer,"No, Lana. ¡qué va!",TRUE,"insinceridad,emocional",FALSE,contrario,calidad,,expresivo
cheryl,"No soy abogada laboralista, pero",FALSE,,FALSE,,,,
archer,Debo proteger a la niña,FALSE,,FALSE,,,,
malory,"Pero, qué te pasa?",FALSE,,FALSE,,,,
archer,"Entonces, en la CIA, no hay ningún topo",FALSE,,FALSE,,,,
archer,"Sí, vamos a hablar de confianza!",FALSE,,FALSE,,,,
rondie,"Caballeros, creo que confunden mi hospitalidad con debilidad. El precio es el precio, si quieren negociar, pueden hacerlo con mis socios",FALSE,,FALSE,,,,
todos,Quién?,FALSE,,FALSE,,,,
lana,¿Qué tal dejarle terminar?,FALSE,,FALSE,,,,
archer,"Cago en la leche. Ray, pistola!",FALSE,,FALSE,,,,
pam,En Cánada funciona,FALSE,,FALSE,,,,
stan,Este juego es estúpido. No tengo ni idea de cómo salir al campo y ser amable con los del otro equipo,FALSE,,FALSE,,,,
randy,"Sí, es increíble estar en tu programa",FALSE,,FALSE,,,,
slater,¿Que tenéis el disco?,FALSE,,FALSE,,,,
criminal,"Caray, conduce de puta pena",FALSE,,FALSE,,,,
lana,"Cómo, dónde está?",FALSE,,FALSE,,,,
randy,"Vamos gente, veamos a esa regla de las patadas y regresemos al futbol",FALSE,,FALSE,,,,
archer,"A ver, es que se lo voy a explicar",FALSE,,FALSE,,,,
cartman,"No, amigo, es genial",TRUE,insinceridad,FALSE,contrario,calidad,,representativo
randy,"Oh, les encantará. Un deporte en donde solo importa la seguridad. ¿Por qué no le llamamos sarcasmobol?",TRUE,"alusión,insinceridad",TRUE,contrario,calidad,expectación,"expresivo,representativo"
cheryl,Creía que era en tono irónico,FALSE,,FALSE,,,,
dependiente de oro,"Esto no es robado, verdad?",FALSE,,FALSE,,,,
animador,"Hola, amo el sarcasmobol como todo el mundo. Pero a veces es tan emocionante que necesito energía extra para terminar de ver un juego. Allí es cuando busco una botella de este jugo cremoso de Butters.",TRUE,insinceridad,FALSE,contrario,calidad,,"expresivo,representativo"
kyle,Pero el gran juego contra ? este sábado,FALSE,,FALSE,,,,
pam,"No me jodas, Mani",FALSE,,FALSE,,,,
pam,Así que haces improvisaciones,FALSE,,FALSE,,,,
stan,"Sí, papá, bébe un poco de esto",FALSE,,FALSE,,,,
animador,"Sí eso tiene mucho sentido, porque desde su promoción en el año 2006 ni siquiera tiene licencia para conducir",FALSE,,FALSE,,,,
lana,"Vuelvo mañana por la noche, ya verás como me llamarás antes",FALSE,,FALSE,,,,
todos,No,FALSE,,FALSE,,,,
stan,"Sí, aquí hay uno",FALSE,,FALSE,,,,
slater,Tecnología falsa que queríamos que China tuviera. Llevan años estudiando el propulsor de antimatéria,FALSE,,FALSE,,,,
animador,"Demostrando lo que un padre preocupado puede lograr, Marsh terminó hablando frente de los líderes de Washington",FALSE,,FALSE,,,,
cartman,No tengo papá,FALSE,,FALSE,,,,
padre de butters,"Oh, bien. Está bien Butters. Recuerda lo que hablamos. A veces nuestro relleno cremoso de felicidad crece de noche y se rebalsa",FALSE,,FALSE,,,,
médico,"Lo siento, señor Marsh, pero parece que hay un daño permanente",FALSE,,FALSE,,,,
krieger,"Ya gracias, señor craqueoso",TRUE,"insinceridad,emocional",FALSE,distinto,calidad,,expresivo
archer,Ahora se lo voy a decir a CIA y encontrarán el programa espía,FALSE,,FALSE,,,,
lana,Es una yurta,FALSE,,FALSE,,,,
árbitro,"Mierda, es un maldíto multicampo",TRUE,,TRUE,,manera,,representativo
slater,Solo Slater,FALSE,,FALSE,,,,
malory,"Oh, mira qué eres. Hora de la siesta, tengo una reunión, adiós",FALSE,,FALSE,,,,
cyril,Lo robó todo. Se estableció en Europa como traficante de armas,FALSE,,FALSE,,,,
criminal,"No se parece nada a su perfil con todo lo que se cuenta del caballero que es, pero le digo una cosa, Baruk lo entiende",FALSE,,FALSE,,,,
malory,"Y Krieger, te juro por tu madre, como vuelva a pillarte cerca de la niña",FALSE,,FALSE,,,,
archer,"No, no podemos. Quiero saber por qué deseas que no sea madre",FALSE,,FALSE,,,,
criminal,Cómo?,FALSE,,FALSE,,,,
randy,"Cielo santo, sí. Me encantaría ser el entrenador del equipo de sarcasmobol",TRUE,"emocional,insinceridad",TRUE,contrario,calidad,,expresivo
niño,Ya tenemos joyas de porquería. Ahora nos queda buscar ancianos,FALSE,,FALSE,,,,
conway,¿Qué haces?,FALSE,,FALSE,,,,
cartman,"Linda corbatíta, Stan",TRUE,insinceridad,FALSE,contrario,calidad,,representativo
espectador,"¡Wohoo! ¡Bien hecho, Cilo! ¡Es bueno verte en televisión!",TRUE,"insinceridad,emocional",TRUE,contrario,calidad,,expresivo
conway,"Mmm, pero estás guapa, más relleníta de lo que recuerdo",FALSE,,FALSE,,,,
lana,Cago en la leche que no te voy a hacer una mamada,FALSE,,FALSE,,,,
stan,"Sí, supongo que sí. Bien abuelo, quería entregarte un regalo",FALSE,,FALSE,,,,
randy,"Sí, todos deberían usar sosténes. Y en vez de cascos, sombreros de papel aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros",TRUE,"insinceridad,alusión",TRUE,distinto,"calidad,relevancia",expectación,"expresivo,representativo"
cyril,"Vamos, básicamente si no os matáis unos a otros, es por falta de armas de fuego",FALSE,,FALSE,,,,
eric,"Es cierto, Butters",FALSE,,FALSE,,,,
abuelo,"Shelly tiene trece? Claro, claro, cielos. Villy, alguna vez te conté que tuve un pastor escocés llamado Paties?",FALSE,,FALSE,,,,
cartman,"Me duelen los brazos... Levanta el puto cartél, esto es un negocio",FALSE,,FALSE,,,,
padre de butters,"""Y te quedarás en tu habitación pensando lo que acabas de hacer. Solo porque la gente quiera que el futbol sea más seguro modificando una regla, no significa que puedas pensar: """"Oh, ¿por qué no nos bebemos nuestros espermas?"""" Un sarcasmo así es homofóbico, chovinista y completamete inmaduro. ¿Alguna pregunta?""",FALSE,,FALSE,,,,
cheryl,Y ha venido un tal señor Ley para verla,FALSE,,FALSE,,,,
randy,Esto es bueno. Qué bueno que hayan venido en cantidades enormes para mostrar su apoyo al sarcasmobol,TRUE,"insinceridad,emocional",TRUE,distinto,calidad,,representativo
lana,"Y si les pasa algo a ellos, viviría con mi hermana",FALSE,,FALSE,,,,
randy,"Sí, no queremos que los niños se lastimen jugando al futbol. Pero creo que tengo un modo de mejorarlo más. ¿Por qué los jugadores no usan sostenes?",TRUE,"alusión,insinceridad,emocional",TRUE,distinto,"calidad,relevancia",predicción,expresivo
slater,"Venga, Archer, 24 horas",FALSE,,FALSE,,,,
archer,"¿Bien, qué haces aquí para empezar?",FALSE,,FALSE,,,,
kenny,"Cierrate la boca, eres un idiota",FALSE,,FALSE,,,,
lana,"Hay que ver, qué generoso",TRUE,"emocional,insinceridad",FALSE,contrario,calidad,norma,representativo
slater,En tu casa,FALSE,,FALSE,,,,
animador,"Siguiente producto es número 4568111. Miren estos imponentes aretes. Estos son aretes de faux genuinos. Oro de cuatorce quilates, safiros faux de ochenta y seis quilates. Faux es una palabra francesa, tiene una x pero la x ni siquiera se pronuncia. No les parece perstigioso? Estos aretes cuestan seis millones de dólares. Pero hoy los vendemos por tres cientos veinte dólares. Es un regalo, los teléfonos comienzan a iluminarse, creo que tenemos un comprador, hay un comprador. Sí pongamoslo en la línea. Con quién tengo el gusto de hablar?",FALSE,,FALSE,,,,
archer,Dónde se comprará la leche materna?,TRUE,alusión,FALSE,,manera,expectación,representativo
archer,"A quién le importa? No, lo pregunto de verdad",FALSE,,FALSE,,,,
krieger,Es de Paquistán?,FALSE,,FALSE,,,,
animador,"Y ahora para interpretar el himno del sarcasmobol, el cantante Cilo",FALSE,,FALSE,,,,
animador,Bienvenidos al juego inaugural la liga nacional de sarcasmobol. Hoy tendrémos el enfrentamiento entre los Broncos de Denver y los Riders de Oakland. ,FALSE,,FALSE,,,,
archer,Cómo que está vacía?,FALSE,,FALSE,,,,
archer,"Sí, pero dudo que",FALSE,,FALSE,,,,
kyle,Nosotros ya no pateamos más,FALSE,,FALSE,,,,
criminal,"Protesto por el término canguro, porque claramente no soy un bebé",FALSE,,FALSE,,,,
randy,"Ya dije mi preocupación, sí. Les advierto que ser así de sarcástico es peligroso",FALSE,,FALSE,,,,
archer,"Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gicante cambiará mi selector de medio cañero a mega cañero",FALSE,,FALSE,,,,
archer,¿No está preocupada?,FALSE,,FALSE,,,,
lana,"Bueno, yo lo llamaría un éxito relativo",FALSE,,FALSE,,,,
archer,"Seguro que no cuentan que también cambio pañales, así que...",FALSE,,FALSE,,,,
archer,Qué coño pasa aquí?,FALSE,,FALSE,,,,
archer,"En serio? A cubierto! Vamos, Cyril!",FALSE,,FALSE,,,,
archer,"Krieger, los conductos de aire siguen con gas nervioso?",FALSE,,FALSE,,,,
cartman,"Sí, se lo dije, estuve mirándolo todo el día",FALSE,,FALSE,,,,
cheryl,De verdad en la buena,FALSE,,FALSE,,,,
kyle,Ni siquera hacen un burrito de seis capas,FALSE,,FALSE,,,,
butters,"Este gran juego no se basa en jugadas. Se basa en camradería y en la compasión. Y cuando miro en este vestidor, veo algunos de los chicos más amables y compasíbles que he conocido. Tú Ken, eres más amable que cualquiera y Clyde, tú, abrazas mejor que cualquiera en este campo de juego",FALSE,,FALSE,,,,
archer,Así que tenemos que ir a la armería,FALSE,,FALSE,,,,
